Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Verify Technical details,Chrome 61.0.3163.100,,2017-11-13 15:06:29,2017-11-13 15:07:34,1m - 5.297s,FAILED
,,,,,,
Test Cases/GOLIVE/Enter Business Case,Chrome 61.0.3163.100,,2017-11-13 15:06:29,2017-11-13 15:06:56,26.314s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-13 15:06:30,2017-11-13 15:06:34,3.995s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-13 15:06:34,2017-11-13 15:06:36,1.807s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-13 15:06:36,2017-11-13 15:06:37,0.464s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-13 15:06:37,2017-11-13 15:06:37,0.266s,PASSED
sendKeys,Chrome 61.0.3163.100,,2017-11-13 15:06:37,2017-11-13 15:06:43,6.507s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-13 15:06:43,2017-11-13 15:06:45,1.185s,PASSED
click,Chrome 61.0.3163.100,,2017-11-13 15:06:45,2017-11-13 15:06:45,0.698s,PASSED
click,Chrome 61.0.3163.100,,2017-11-13 15:06:45,2017-11-13 15:06:47,1.757s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-13 15:06:47,2017-11-13 15:06:49,1.687s,PASSED
click,Chrome 61.0.3163.100,,2017-11-13 15:06:49,2017-11-13 15:06:49,0.334s,PASSED
doubleClick,Chrome 61.0.3163.100,,2017-11-13 15:06:49,2017-11-13 15:06:53,3.610s,PASSED
click,Chrome 61.0.3163.100,,2017-11-13 15:06:53,2017-11-13 15:06:55,2.264s,PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-11-13 15:06:55,2017-11-13 15:06:55,0.342s,PASSED
click,Chrome 61.0.3163.100,,2017-11-13 15:06:55,2017-11-13 15:06:56,0.540s,PASSED
,,,,,,
Test Cases/GOLIVE/Enter Technical Details,Chrome 61.0.3163.100,,2017-11-13 15:06:56,2017-11-13 15:07:32,36.639s,FAILED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:06:56,2017-11-13 15:06:58,2.074s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:06:58,2017-11-13 15:07:00,2.028s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:00,2017-11-13 15:07:01,1.080s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:01,2017-11-13 15:07:03,2.002s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:03,2017-11-13 15:07:04,0.524s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:04,2017-11-13 15:07:06,2.002s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:06,2017-11-13 15:07:06,0.496s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:07,2017-11-13 15:07:10,3.005s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:10,2017-11-13 15:07:10,0.392s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:10,2017-11-13 15:07:12,2.002s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:12,2017-11-13 15:07:12,0.439s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:12,2017-11-13 15:07:14,2.002s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:14,2017-11-13 15:07:15,0.418s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:15,2017-11-13 15:07:17,2.002s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-13 15:07:17,2017-11-13 15:07:17,0.471s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:17,2017-11-13 15:07:18,1.006s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-13 15:07:18,2017-11-13 15:07:19,0.516s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:19,2017-11-13 15:07:20,1.003s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-13 15:07:20,2017-11-13 15:07:21,0.801s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:21,2017-11-13 15:07:23,2.002s,PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-11-13 15:07:23,2017-11-13 15:07:23,0.100s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:23,2017-11-13 15:07:23,0.458s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:23,2017-11-13 15:07:25,2.001s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:25,2017-11-13 15:07:26,0.662s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:26,2017-11-13 15:07:28,2.003s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:28,2017-11-13 15:07:28,0.691s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-13 15:07:28,2017-11-13 15:07:30,2.003s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-13 15:07:30,2017-11-13 15:07:32,1.987s,FAILED
