Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-06 18:10:30,2017-11-06 18:12:36,2m - 5.256s,FAILED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-06 18:10:31,2017-11-06 18:12:01,1m - 30.893s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:10:31,2017-11-06 18:10:57,25.667s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:10:57,2017-11-06 18:11:08,11.322s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:11:08,2017-11-06 18:11:19,11.069s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-06 18:11:19,2017-11-06 18:11:34,15.010s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-06 18:11:34,2017-11-06 18:11:35,1.064s,PASSED
com.helper.commonfunct.utilities.login,Chrome 61.0.3163.100,,2017-11-06 18:11:35,2017-11-06 18:12:00,25.192s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-06 18:12:00,2017-11-06 18:12:01,1.133s,PASSED
,,,,,,
Test Cases/Sprint-9/Find Quote WO,Chrome 61.0.3163.100,,2017-11-06 18:12:01,2017-11-06 18:12:13,11.326s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:12:01,2017-11-06 18:12:04,2.871s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-06 18:12:04,2017-11-06 18:12:05,0.564s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-06 18:12:05,2017-11-06 18:12:06,1.024s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:12:06,2017-11-06 18:12:06,0.287s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:12:06,2017-11-06 18:12:07,0.381s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:12:07,2017-11-06 18:12:07,0.232s,PASSED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:12:07,2017-11-06 18:12:13,5.956s,PASSED
,,,,,,
Test Cases/Sprint-9/OpenWO,Chrome 61.0.3163.100,Open WO searched in advanced search,2017-11-06 18:12:13,2017-11-06 18:12:35,21.864s,FAILED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:12:13,2017-11-06 18:12:19,6.413s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:12:19,2017-11-06 18:12:21,2.080s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:12:21,2017-11-06 18:12:35,13.351s,FAILED
