Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
GoLive,Chrome 61.0.3163.100,,2017-11-10 09:58:14,2017-11-10 09:59:18,1m - 3.789s,FAILED
,,,,,,
Test Cases/GOLIVE/Go_Live,Chrome 61.0.3163.100,,2017-11-10 09:58:14,2017-11-10 09:58:43,29.334s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-10 09:58:14,2017-11-10 09:58:17,2.892s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-10 09:58:17,2017-11-10 09:58:19,1.800s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:58:19,2017-11-10 09:58:19,0.271s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:58:19,2017-11-10 09:58:20,0.158s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:20,2017-11-10 09:58:26,6.449s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-10 09:58:26,2017-11-10 09:58:27,1.170s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:27,2017-11-10 09:58:31,4.281s,PASSED
sendKeys,Chrome 61.0.3163.100,,2017-11-10 09:58:31,2017-11-10 09:58:32,0.275s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:58:32,2017-11-10 09:58:32,0.594s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:32,2017-11-10 09:58:34,1.359s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-10 09:58:34,2017-11-10 09:58:36,2.025s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:58:36,2017-11-10 09:58:36,0.301s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:36,2017-11-10 09:58:37,0.718s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-10 09:58:37,2017-11-10 09:58:39,2.001s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:39,2017-11-10 09:58:39,0.258s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:39,2017-11-10 09:58:39,0.139s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:58:39,2017-11-10 09:58:40,0.459s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-10 09:58:40,2017-11-10 09:58:41,1.003s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:58:41,2017-11-10 09:58:41,0.593s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:41,2017-11-10 09:58:41,0.242s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:41,2017-11-10 09:58:42,0.566s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:42,2017-11-10 09:58:42,0.225s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:42,2017-11-10 09:58:42,0.207s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:42,2017-11-10 09:58:43,0.194s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-10 09:58:43,2017-11-10 09:58:43,0.395s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:43,2017-11-10 09:58:43,0.174s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:43,2017-11-10 09:58:43,0.174s,PASSED
,,,,,,
Test Cases/GOLIVE/ClickNext,Chrome 61.0.3163.100,,2017-11-10 09:58:43,2017-11-10 09:59:16,33.008s,FAILED
click,Chrome 61.0.3163.100,,2017-11-10 09:58:44,2017-11-10 09:59:16,32.858s,FAILED
