Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Story,Chrome 61.0.3163.100,,2017-11-06 18:18:47,2017-11-06 18:21:11,2m - 23.648s,FAILED
,,,,,,
Test Cases/Sprint-9/US-193833,Chrome 61.0.3163.100,Give Bill Clair access to the ECR as a Clinic Meeting administrator. He sholuld have all of the access that Josh has now.  See the screenshot with the flow actions that should be available to him while the case is in Pending Clinic Meeting status.,2017-11-06 18:18:47,2017-11-06 18:20:15,1m - 27.698s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:18:48,2017-11-06 18:19:12,24.007s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:19:12,2017-11-06 18:19:23,11.558s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-11-06 18:19:23,2017-11-06 18:19:33,9.467s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-06 18:19:33,2017-11-06 18:19:48,15.011s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-11-06 18:19:48,2017-11-06 18:19:49,1.015s,PASSED
com.helper.commonfunct.utilities.login,Chrome 61.0.3163.100,,2017-11-06 18:19:49,2017-11-06 18:20:14,25.034s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-06 18:20:14,2017-11-06 18:20:15,1.123s,PASSED
,,,,,,
Test Cases/Sprint-9/Find Quote WO,Chrome 61.0.3163.100,,2017-11-06 18:20:15,2017-11-06 18:20:27,12.261s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:20:15,2017-11-06 18:20:19,3.433s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-06 18:20:19,2017-11-06 18:20:19,0.669s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-06 18:20:19,2017-11-06 18:20:20,1.104s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:20:20,2017-11-06 18:20:21,0.253s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:20:21,2017-11-06 18:20:21,0.486s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:20:21,2017-11-06 18:20:21,0.230s,PASSED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:20:21,2017-11-06 18:20:27,6.076s,PASSED
,,,,,,
Test Cases/Sprint-9/OpenWO,Chrome 61.0.3163.100,Open WO searched in advanced search,2017-11-06 18:20:27,2017-11-06 18:21:10,42.354s,FAILED
doubleClick,Chrome 61.0.3163.100,,2017-11-06 18:20:27,2017-11-06 18:20:33,5.930s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:20:33,2017-11-06 18:20:35,2.115s,PASSED
click,Chrome 61.0.3163.100,,2017-11-06 18:20:35,2017-11-06 18:21:10,34.289s,FAILED
