Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
GoLive,Chrome 61.0.3163.100,,2017-11-10 09:53:35,2017-11-10 09:54:04,28.786s,PASSED
,,,,,,
Test Cases/GOLIVE/Go_Live,Chrome 61.0.3163.100,,2017-11-10 09:53:35,2017-11-10 09:54:02,27.397s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-11-10 09:53:35,2017-11-10 09:53:38,2.749s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-11-10 09:53:38,2017-11-10 09:53:40,1.801s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:53:40,2017-11-10 09:53:40,0.276s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:53:40,2017-11-10 09:53:40,0.172s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:53:40,2017-11-10 09:53:46,5.197s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-11-10 09:53:46,2017-11-10 09:53:47,1.136s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:53:47,2017-11-10 09:53:51,3.764s,PASSED
sendKeys,Chrome 61.0.3163.100,,2017-11-10 09:53:51,2017-11-10 09:53:51,0.213s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:53:51,2017-11-10 09:53:51,0.645s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:53:51,2017-11-10 09:53:53,1.280s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-10 09:53:53,2017-11-10 09:53:55,2.021s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:53:55,2017-11-10 09:53:55,0.317s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:53:55,2017-11-10 09:53:56,0.700s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-10 09:53:56,2017-11-10 09:53:58,2.003s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:53:58,2017-11-10 09:53:58,0.248s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:53:58,2017-11-10 09:53:58,0.174s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:53:58,2017-11-10 09:53:59,0.481s,PASSED
delay,Chrome 61.0.3163.100,,2017-11-10 09:53:59,2017-11-10 09:54:00,1.003s,PASSED
setText,Chrome 61.0.3163.100,,2017-11-10 09:54:00,2017-11-10 09:54:00,0.585s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:54:00,2017-11-10 09:54:01,0.252s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:54:01,2017-11-10 09:54:01,0.562s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:54:01,2017-11-10 09:54:01,0.225s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:54:01,2017-11-10 09:54:01,0.191s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:54:01,2017-11-10 09:54:02,0.196s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-11-10 09:54:02,2017-11-10 09:54:02,0.383s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:54:02,2017-11-10 09:54:02,0.194s,PASSED
click,Chrome 61.0.3163.100,,2017-11-10 09:54:02,2017-11-10 09:54:02,0.187s,PASSED
